scpi_name,field,old_value,new_value,unit,source_document,extract,status,comment
Épargne Foncière,tof,88.7,88.7,%,EE_BT_20260331.pdf,"Taux d'Occupation Financier 88,7 %",verified,
Épargne Foncière,endettement,23.08,19.15,%,EE_BT_20260331.pdf,"Endettement réel au 31/03/2026 : 19,15 % (autorisation statutaire 30 %)",verified,"Valeur du lot (23,08) périmée"
Épargne Foncière,nb_associes,,57341,,EE_BT_20260331.pdf,57 341 associés,verified,
Épargne Foncière,nb_immeubles,,235,,EE_BT_20260331.pdf,235 Nombre d'immeubles en direct (+ 172 via des SCI),verified,235 en direct + 172 via SCI
Épargne Foncière,nb_locataires,,,,,Nombre de locataires non explicitement indiqué dans le BT,manual_review,Nombre de locataires non explicitement indiqué dans le BT
Épargne Foncière,repartition_geo,"{'Paris': 22.44, 'Île-de-France': 37.59, 'Régions': 31.82, 'Allemagne': 5.37, 'Pays-Bas': 1.47, 'Roy","{'Île-de-France': 36.9, 'Régions': 32.67, 'Paris': 21.86, 'Allemagne': 5.57, 'Pays-Bas': 1.6, 'Royau",%,EE_BT_20260331.pdf,"Paris 21,86 %, Île-de-France 36,90 %, Régions 32,67 %, Allemagne 5,57 %, Pays-Bas 1,60 %, Royaume-Uni 0,99 %, Irlande 0,41 %",verified,
Épargne Foncière,repartition_sectorielle,"{'Bureaux': 70.99, 'Commerces': 19.36, 'Hôtels': 5.73, 'Santé et éducation': 3.4, ""Logistique et loc","{'Bureaux': 69.56, 'Commerces': 19.93, 'Hôtels, tourisme et loisirs': 6.26, 'Santé et éducation': 3.",%,EE_BT_20260331.pdf,"Bureaux 69,56 %, Commerces 19,93 %, Hôtels tourisme et loisirs 6,26 %, Santé et éducation 3,81 %, Logistique et locaux d'activités 0,44 %",verified,
Épargne Foncière,liquidite,,480544,parts en attente,EE_BT_20260331.pdf,"Parts en attente de retrait 480 544 (297,8 M€) soit 7,8 % de la capitalisation",verified,Stock notable de parts en attente ; fonds de remboursement non reconduit en 2026
Épargne Foncière,frequence_distribution,Trimestriel,Trimestrielle,,EE_BT_20260331.pdf,Versements potentiels : 30 juillet 2026 / 29 octobre 2026 / 29 janvier 2027,verified,
Épargne Foncière,sfdr_article,,9,,EE_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR ; (BT) Classement SFDR : article 9,verified,
Épargne Foncière,niveau_risque_dic,,4,sur 7,EE_DIC.pdf,Ce produit a été catégorisé dans la classe de risque 4 sur 7,verified,
Épargne Foncière,duree_placement,9,9,ans,EE_DIC.pdf,Durée de placement minimale recommandée : 9 ans,verified,
Épargne Foncière,frais_souscription,9,7.5,% HT,EE_BT_20260331.pdf,"Commission de souscription : 7,50 % HT max, soit 9 % TTC",verified,
Épargne Foncière,frais_gestion,10,10,% HT,EE_BT_20260331.pdf,"Commission de gestion locative : 10 % HT max, soit 12 % TTC des produits locatifs encaissés",verified,"DIC : coût récurrent global 1,53 %/an"
Épargne Pierre,prix_souscription,208,208,EUR,BPI1T2026-EP.pdf,Prix de souscription 208 €/part,verified,
Épargne Pierre,prix_retrait,187.20,187.2,EUR,BPI1T2026-EP.pdf,"Prix de retrait à partir du 01/01/2023 : 187,20 €",verified,
Épargne Pierre,taux_distribution,5.28,5.28,%,BPI1T2026-EP.pdf,"Taux de Distribution de 5,28 % (au titre de 2025)",verified,
Épargne Pierre,capitalisation,2811,2811,M€,BPI1T2026-EP.pdf,Capitalisation 2 811 M€ (2 811 241 056 € au 31/03/2026),verified,
Épargne Pierre,tof,94.41,94.41,%,BPI1T2026-EP.pdf,"Taux d'occupation financier (TOF) 94,41 %",verified,
Épargne Pierre,endettement,11.2,11.2,%,BPI1T2026-EP.pdf,"Taux d'endettement 11,2 % (au 31/12/2025 ; endettement 314 M€)",verified,
Épargne Pierre,nb_associes,52337,52989,,BPI1T2026-EP.pdf,52 989 associés (au 31/03/2026),verified,
Épargne Pierre,nb_immeubles,410,414,,BPI1T2026-EP.pdf,Nombre d'immeubles 414 (au 31/12/2025),verified,Valeur du lot 410 (31/12/2024)
Épargne Pierre,nb_locataires,,1020,baux,BPI1T2026-EP.pdf,Nombre de baux 1 020 ; loués à plus de 1 000 entreprises,verified,1 020 baux ; >1 000 entreprises locataires (nb exact de locataires non publié)
Épargne Pierre,repartition_geo,"{'Paris': 27.57, 'Île-de-France': 15.43, 'Sud-Ouest': 17.39, 'Nord-Ouest': 12.92, 'Nord': 12.65, 'Su","{'Paris / Île-de-France': 27.06, 'Nord-Ouest': 17.39, 'Sud-Ouest': 16.21, 'Nord-Est': 13.7, 'Sud-Est",%,BPI1T2026-EP.pdf,"Paris Île-de-France 27,06 %, Nord-Ouest 17,39 %, Sud-Ouest 16,21 %, Nord-Est 13,70 %, Sud-Est 12,95 %, Nord 12,69 %",verified,
Épargne Pierre,repartition_sectorielle,"{'Bureaux': 48.15, 'Commerces': 29.35, 'Activités/Entrepôts': 8.41, 'Tourisme/Hôtel': 8.7, 'Santé/Ed","{'Bureaux': 46.88, 'Commerces': 28.95, 'Tourisme / Hôtel': 10.14, 'Activités / Entrepôts': 8.28, 'Sa",%,BPI1T2026-EP.pdf,"Bureaux 46,88 %, Commerces 28,95 %, Tourisme/Hôtel 10,14 %, Activités/Entrepôts 8,28 %, Santé/Education 5,59 %, Résidentiel/Alternatif 0,16 %",verified,
Épargne Pierre,liquidite,,40859,parts en attente,BPI1T2026-EP.pdf,Parts en attente de retrait sur le marché primaire au 31/03/2026 : 40 859,verified,"Retraits accrus au T1 2026 (sortie d'un institutionnel) mais pas de suspension ; collecte brute 25,9 M€"
Épargne Pierre,frequence_distribution,Trimestriel,Trimestrielle,,BPI1T2026-EP.pdf,"Revenus 2026 versés aux 1er, 2e, 3e et 4e trimestres",verified,
Épargne Pierre,sfdr_article,,8,,2025-10-31-DIC_Epargne_Pierre.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR,verified,
Épargne Pierre,niveau_risque_dic,,3,sur 7,2025-10-31-DIC_Epargne_Pierre.pdf,Nous avons classé EPARGNE PIERRE dans la classe de risque 3 sur 7,verified,
Épargne Pierre,duree_placement,10,10,ans,2025-10-31-DIC_Epargne_Pierre.pdf,Période de détention recommandée : 10 ans,verified,
Épargne Pierre,frais_souscription,12,12,% TTC,BPI1T2026-EP.pdf,"Commission de Souscription 24,96 € TTC (soit 12 % TTC)",verified,
Épargne Pierre,frais_gestion,10,0.97,%/an,2025-10-31-DIC_Epargne_Pierre.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 97 € pour 10 000 € investis (≈ 0,97 %/an)",verified,Coût récurrent annuel (DIC) ; taux de commission de gestion non publié dans les documents lus
Épargne Pierre Europe,prix_souscription,200,200,EUR,BPI1T2026-EPE-web-2.pdf,"200 €/part ; Prix de souscription* 200,00 € (au 31/12/2025)",verified,
Épargne Pierre Europe,prix_retrait,180.00,180,EUR,BPI1T2026-EPE-web-2.pdf,"Prix de retrait 180,00 € par part",verified,
Épargne Pierre Europe,taux_distribution,5.5,6.75,%,BPI1T2026-EPE-web-2.pdf,"Taux de distribution brut de fiscalité étrangère 31/12/2025 : 6,75 % (net 5,54 %)",verified,"TD 2025 brut de fiscalité étrangère = 6,75 % ; net = 5,54 %. TRI cible 10 ans = 5,50 %."
Épargne Pierre Europe,capitalisation,479,635,M€,BPI1T2026-EPE-web-2.pdf,Au 31/03/2026 Capitalisation 635 217 800 €,verified,
Épargne Pierre Europe,tof,100,99.88,%,BPI1T2026-EPE-web-2.pdf,"TOF 99,88 %",verified,
Épargne Pierre Europe,endettement,0,0,%,BPI1T2026-EPE-web-2.pdf,Taux d'endettement 0 % (31/12/2025),verified,
Épargne Pierre Europe,nb_associes,13615,17816,associés,BPI1T2026-EPE-web-2.pdf,17 816 ASSOCIÉS (au 31/03/2026),verified,
Épargne Pierre Europe,nb_immeubles,16,27,immeubles,BPI1T2026-EPE-web-2.pdf,Nombre d'immeubles 31/12/2025 : 27,verified,Chiffre au 31/12/2025 ; 2 acquisitions au RU au T1 2026 non encore consolidées dans le compteur.
Épargne Pierre Europe,nb_locataires,,54,baux,BPI1T2026-EPE-web-2.pdf,Nombre de baux 31/12/2025 : 54,verified,Donnée = nombre de baux (locataires non distingués).
Épargne Pierre Europe,repartition_geo,"{'Irlande': 33.97, 'Allemagne': 30.47, 'Espagne': 24.04, 'Pays-Bas': 11.52}","{'Espagne': 29.53, 'Irlande': 25.64, 'Allemagne': 23.88, 'Royaume-Uni': 11.99, 'Pays-Bas': 8.96}",%,BPI1T2026-EPE-web-2.pdf,Répartition géographique (valeurs vénales) au 31/03/2026,verified,"Somme = 100,00 %."
Épargne Pierre Europe,repartition_sectorielle,"{'Hôtellerie': 35.56, 'Bureaux': 27.34, 'Commerces': 19.22, 'Activités/Entrepôts': 11.52, 'Santé': 6","{'Hôtellerie': 27.87, 'Commerces': 25.78, 'Bureaux': 24.61, 'Activités/Entrepôts': 16.98, 'Santé': 4",%,BPI1T2026-EPE-web-2.pdf,Répartition sectorielle (valeurs vénales) au 31/03/2026,verified,"Somme = 100,00 %."
Épargne Pierre Europe,liquidite,,0,parts en attente,BPI1T2026-EPE-web-2.pdf,Parts en attente de retrait sur le marché primaire au 31/03/2026 : 0,verified,"Aucune part en attente, liquidité normale."
Épargne Pierre Europe,frequence_distribution,Trimestriel,trimestrielle,,BPI1T2026-EPE-web-2.pdf,"Distributions trimestrielles (avril, juillet, octobre, janvier)",verified,
Épargne Pierre Europe,sfdr_article,,8,,Annexe-2-Reglementation-delegue-SFDR-SCPI-Epargne-Pierre-Europe-042026-V3.pdf,Informations précontractuelles pour les produits financiers relevant de l'article 8 du Règlement (UE) 2019/2088,verified,
Épargne Pierre Europe,niveau_risque_dic,,,,,Pas de DIC dans le lot pour EPE ; SRI non extrait.,manual_review,Pas de DIC dans le lot pour EPE ; SRI non extrait.
Épargne Pierre Europe,duree_placement,10,10,ans,BPI1T2026-EPE-web-2.pdf,TRI cible sur 10 ans ; horizon long terme,verified,Horizon long terme (10 ans) ; durée DIC non disponible (pas de DIC).
Épargne Pierre Europe,frais_souscription,12,12,% TTC,BPI1T2026-EPE-web-2.pdf,"Commission de Souscription 24,00 € TTC (soit 12 % TTC)",verified,
Épargne Pierre Europe,frais_gestion,10,,,,Commission de gestion non précisée dans le bulletin.,manual_review,Commission de gestion non précisée dans le bulletin.
Ficommerce Proximité,prix_souscription,70,70,EUR,BTI Ficommerce T1 2026.pdf,"Prix de souscription à compter du 01.01.2026 : 70 € (division du nominal par 3, valeur nominale 51 €, prime 19 €)",verified,Division du nominal par 3 confirmée : ancienne part 210 € = 3 parts de 70 €.
Ficommerce Proximité,prix_retrait,63.0,63,EUR,BTI Ficommerce T1 2026.pdf,Prix de retrait : 63 € (suite à la division du prix de part le 01.01.2026),verified,
Ficommerce Proximité,taux_distribution,5.1,5.1,%,BTI Ficommerce T1 2026.pdf,"Taux de distribution (TD) 2025 : 5,10 %",verified,
Ficommerce Proximité,capitalisation,596,596,M€,BTI Ficommerce T1 2026.pdf,Capitalisation 596 M €,verified,
Ficommerce Proximité,tof,95.72,94.56,%,BTI Ficommerce T1 2026.pdf,"Taux d'Occupation Financier 1er trimestre 2026 : 94,56 %",verified,
Ficommerce Proximité,endettement,1.79,6.86,%,BTI Ficommerce T1 2026.pdf,"Taux d'endettement au 31.03.2026 : 6,86 %",verified,"Valeur 1,79 antérieure remplacée."
Ficommerce Proximité,nb_associes,8120,8120,associés,BTI Ficommerce T1 2026.pdf,Associés 8 120,verified,
Ficommerce Proximité,nb_immeubles,281,281,immeubles,BTI Ficommerce T1 2026.pdf,Immeubles 281,verified,
Ficommerce Proximité,nb_locataires,,443,locataires,BTI Ficommerce T1 2026.pdf,Nombre de locataires 443,verified,
Ficommerce Proximité,repartition_geo,"{'Régions': 51.8, 'Paris': 25.8, 'Île-de-France': 19.9, 'Europe': 2.5}","{'Régions': 51.9, 'Paris': 25.3, 'Île-de-France': 20.3, 'Europe': 2.5}",%,BTI Ficommerce T1 2026.pdf,Répartition géographique (valeur vénale au 31.03.2026),verified,"Somme = 100,0 %."
Ficommerce Proximité,repartition_sectorielle,"{'Locaux commerciaux': 84.9, 'Bureaux': 14.9, 'Entrepôts-activités': 0.2}","{'Locaux commerciaux': 84.9, 'Bureaux': 14.9, 'Entrepôts, activités et divers': 0.2}",%,BTI Ficommerce T1 2026.pdf,Répartition par destination (valeur vénale),verified,"Somme = 100,0 %."
Ficommerce Proximité,liquidite,,546508,parts en attente,BTI Ficommerce T1 2026.pdf,546 508 parts en attente de retrait au 31 mars 2026 ; solde marché primaire T1 = +10 parts,verified,ALERTE LIQUIDITÉ : 546 508 parts en attente de retrait. Marché secondaire possible en cas de suspension de variabilité.
Ficommerce Proximité,frequence_distribution,Trimestriel,trimestrielle,,BTI Ficommerce T1 2026.pdf,"Acomptes trimestriels (distribution trimestrielle de 0,83 €/part au T1 2026)",verified,
Ficommerce Proximité,sfdr_article,,8,,DIC FICOMMERCE 31.12.2024.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR,verified,
Ficommerce Proximité,niveau_risque_dic,,3,sur 7,DIC FICOMMERCE 31.12.2024.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7,verified,
Ficommerce Proximité,duree_placement,8,8,ans,DIC FICOMMERCE 31.12.2024.pdf,Période de détention recommandée : 8 années,verified,
Ficommerce Proximité,frais_souscription,12,12,% TTC,BTI Ficommerce T1 2026.pdf,Commission de souscription : 10 % HT (12 % TTC) du montant de chaque souscription,verified,
Ficommerce Proximité,frais_gestion,9.3,11.4,% TTC,BTI Ficommerce T1 2026.pdf,"Commission de gestion : 9,5 % HT (11,4 % TTC) des produits locatifs encaissés HT",verified,
Foncière des Praticiens,prix_souscription,1100,1100,EUR,BT-1T-2026-Fonciere-des-Praticiens.pdf,Prix de souscription par part : 1 100 €,verified,
Foncière des Praticiens,prix_retrait,1012.00,1012,EUR,BT-1T-2026-Fonciere-des-Praticiens.pdf,Valeur de retrait par part : 1 012 €,verified,
Foncière des Praticiens,taux_distribution,5.5,5.5,%,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Taux de distribution 2025 : 5,50 %",verified,
Foncière des Praticiens,capitalisation,179.407,173,M€,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Capitalisation 173 M€ (au 31/03/2026, capital nominal 152 662 884 €)",verified,
Foncière des Praticiens,tof,97.08,96.7,%,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Taux d'occupation financier 96,70 %",verified,
Foncière des Praticiens,endettement,22.15,20.69,%,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Dette et autres engagements 20,69 % (dont emprunts bancaires 10,87 % + VEFA/acquisitions à terme 9,82 %) au 31/03/2026",verified,"Emprunts bancaires seuls = 10,87 % ; total dette et engagements = 20,69 %."
Foncière des Praticiens,nb_associes,2768,2907,associés,BT-1T-2026-Fonciere-des-Praticiens.pdf,2 907 Associés (au 31/03/2026),verified,
Foncière des Praticiens,nb_immeubles,23,23,actifs,BT-1T-2026-Fonciere-des-Praticiens.pdf,23 Actifs immobiliers / Actifs de santé,verified,
Foncière des Praticiens,nb_locataires,,80,locataires,BT-1T-2026-Fonciere-des-Praticiens.pdf,80 Locataires,verified,
Foncière des Praticiens,repartition_geo,"{'France': 70, 'Belgique': 30}","{'France': 68, 'Belgique': 32}",%,BT-1T-2026-Fonciere-des-Praticiens.pdf,Patrimoine diversifié en France et en Belgique 68 % / 32 % (valeur d'expertise),verified,Somme = 100 %.
Foncière des Praticiens,repartition_sectorielle,"{'Lieux de soins, de traitement et de consultation': 46, ""Locaux d'accompagnement et rééducation"": 3","{'Lieux de soins, de traitement et de consultation': 45, ""Locaux d'accompagnement et rééducation"": 3",%,BT-1T-2026-Fonciere-des-Praticiens.pdf,Répartition par typologie (valeur vénale au 31/03/2026),verified,Somme = 100 %.
Foncière des Praticiens,liquidite,,0,parts en attente,BT-1T-2026-Fonciere-des-Praticiens.pdf,Parts en attente de retrait : 0 ; toutes les demandes de retrait ont été compensées au T1 2026,verified,Liquidité normale.
Foncière des Praticiens,frequence_distribution,Trimestriel,trimestrielle,,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Revenus distribués chaque trimestre (versements 31/07, 31/10, 31/01, 30/04)",verified,
Foncière des Praticiens,sfdr_article,,8,,BT-1T-2026-Fonciere-des-Praticiens.pdf,Classification SFDR : article 8,verified,
Foncière des Praticiens,niveau_risque_dic,,3,sur 7,DIC_-_SCPI_Fonciere_des_Praticiens_-_2025-05-02.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7,verified,
Foncière des Praticiens,duree_placement,8 à 12,8 à 12 ans,ans,DIC_-_SCPI_Fonciere_des_Praticiens_-_2025-05-02.pdf,La durée de conservation des parts recommandée est de 8 à 12 ans,verified,
Foncière des Praticiens,frais_souscription,9.6,9.6,% TTC,DIC_-_SCPI_Fonciere_des_Praticiens_-_2025-05-02.pdf,"Coûts d'entrée 9.60 % du montant payé à l'entrée (prime d'émission 130 € dont 105,60 € TTC commission de souscription)",verified,
Foncière des Praticiens,frais_gestion,8.5,,,,"Commission de gestion (% des loyers) non précisée dans BT/DIC ; KID frais récurrents 0,54 %/an.",manual_review,"Commission de gestion (% des loyers) non précisée dans BT/DIC ; KID frais récurrents 0,54 %/an."
GMA Essentialis,prix_souscription,150,206,EUR,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Prix de souscription depuis 14 juillet 2024 : 206,00 € (dont 150 € valeur nominale et 56 € prime d'émission)",verified,"ANOMALIE : valeur précédente 150 € correspondait à la valeur nominale, pas au prix de souscription qui est 206 €."
GMA Essentialis,prix_retrait,132.0,185.4,EUR,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Prix de retrait 185,40 €",verified,ANOMALIE : valeur précédente 132 € erronée.
GMA Essentialis,taux_distribution,0,4.0,%,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Taux de distribution 2025 : 4,00 %",verified,"ANOMALIE : valeur précédente 0 erronée. TD 2024 = 4,00 % ; 2023 = 3,01 %."
GMA Essentialis,capitalisation,42.32,44.55,M€,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,Capitalisation 44 550 858 € (au 31/12/2025),verified,
GMA Essentialis,tof,99.67,99.7,%,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Taux d'occupation financier P3 2025 : 99,70 %",verified,
GMA Essentialis,endettement,39.07,38.8,%,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Ratio de dettes : 38,8 % (dette 25,2 M€ au 31/12/2025)",verified,
GMA Essentialis,nb_associes,,999,associés,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,Nombre d'associés : 999,verified,
GMA Essentialis,nb_immeubles,,14,actifs,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,14 Actifs,verified,
GMA Essentialis,nb_locataires,,19,locataires,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,19 Locataires,verified,
GMA Essentialis,repartition_geo,"{'France': 51, 'Allemagne': 49}","{'Allemagne': 60, 'France': 40}",%,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,Répartition géographique : France / Allemagne 40 % / 60 %,manual_review,Ordre France/Allemagne face à 40 %/60 % ambigu dans le bulletin (OCR). À confirmer : probablement Allemagne 60 % / Franc
GMA Essentialis,repartition_sectorielle,"{'Alimentaire': 90, 'Tertiaire': 10}","{'Commerce alimentaire': 96.49, 'Droguerie': 2.08, 'Autres commerces': 1.43}",%,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Répartition sectorielle : Commerce alimentaire 96,49 %, Droguerie 2,08 %, Autres commerces 1,43 %",verified,"Somme = 100,0 %."
GMA Essentialis,liquidite,,0,parts en attente,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,Nombre de parts en attente de cession : 0,verified,Liquidité normale.
GMA Essentialis,frequence_distribution,Trimestriel,trois fois par an,,DIC_-_GMA_ESSENTIALIS_-_2025-12-15.pdf,"Les revenus sont versés trois fois par an, dans un délai de 45 jours suivant la fin de chaque période de souscription",verified,
GMA Essentialis,sfdr_article,,9,,DIC_-_GMA_ESSENTIALIS_-_2025-12-15.pdf,La SCPI poursuit un objectif d'investissement durable au sens de l'article 9 SFDR,verified,
GMA Essentialis,niveau_risque_dic,,3,sur 7,DIC_-_GMA_ESSENTIALIS_-_2025-12-15.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7,verified,
GMA Essentialis,duree_placement,10,10,ans,DIC_-_GMA_ESSENTIALIS_-_2025-12-15.pdf,Période de détention minimale recommandée : 10 ans,verified,
GMA Essentialis,frais_souscription,12,12,% TTC,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,Commission de souscription 10 % HT (soit 12 % TTC) du prix de souscription,verified,
GMA Essentialis,frais_gestion,10,14.4,% TTC,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Commission de gestion annuelle 12 % HT maximum (soit 14,40 % TTC)",verified,
Grand Paris Résidentiel,prix_souscription,200,200,EUR,IG_GPRBulletin_Semestriel2025_S1.pdf,Prix de souscription 200 €,verified,
Grand Paris Résidentiel,prix_retrait,176.00,176,EUR,IG_GPRBulletin_Semestriel2025_S1.pdf,Valeur de retrait 176 € (prix de souscription moins frais de souscription),verified,
Grand Paris Résidentiel,taux_distribution,0,0,%,IG_RapportAnnuel_2025GPR.pdf,Distribution : La Société de gestion procédera au versement des dividendes dès lors que les bénéfices de la SCPI le permettront ; résultat affecté au report à n,verified,SCPI résidentielle de capitalisation/déficit foncier : aucune distribution en 2025.
Grand Paris Résidentiel,capitalisation,12.21,12.04,M€,IG_RapportAnnuel_2025GPR.pdf,"Capitalisation 12,04 M€ (12 043 000 € au 31/12/2025)",verified,
Grand Paris Résidentiel,tof,92.14,92.38,%,IG_RapportAnnuel_2025GPR.pdf,"TOF 2025 annuel : 92,38 % (locaux occupés)",verified,"TOF S1 2025 (bulletin) = 92,21 %."
Grand Paris Résidentiel,endettement,38.44,38.77,%,IG_RapportAnnuel_2025GPR.pdf,"Ratio d'endettement effectif au 31/12/2025 : 38,77 %",verified,
Grand Paris Résidentiel,nb_associes,,239,associés,IG_RapportAnnuel_2025GPR.pdf,"Au 31 décembre 2025, capital réparti entre 239 associés",verified,
Grand Paris Résidentiel,nb_immeubles,,7,immeubles,IG_GPRBulletin_Semestriel2025_S1.pdf,Actifs 7 (2 678 m² répartis sur 7 immeubles),verified,
Grand Paris Résidentiel,nb_locataires,,,,,Nombre de locataires non indiqué ; patrimoine = 7 immeubles / 55 lots.,manual_review,Nombre de locataires non indiqué ; patrimoine = 7 immeubles / 55 lots.
Grand Paris Résidentiel,repartition_geo,"{'Ile-de-France': 87, 'Régions': 13}","{'Île-de-France': 87, 'Régions': 13}",%,IG_GPRBulletin_Semestriel2025_S1.pdf,"Répartition géographique (% valeur vénale) : Île-de-France 87 %, Régions 13 %",verified,Somme = 100 %.
Grand Paris Résidentiel,repartition_sectorielle,"{'Logement': 99.6, 'Commerces': 0.4}",,,,Aucune répartition sectorielle chiffrée extractible (BT et RA ne présentent que des graphiques). Patrimoine 100 % résidentiel (immeubles d'habitation pouvant co,manual_review,Aucune répartition sectorielle chiffrée extractible (BT et RA ne présentent que des graphiques). Patrimoine 100 % réside
Grand Paris Résidentiel,liquidite,,2429,parts en attente,IG_RapportAnnuel_2025GPR.pdf,"Demande de retrait en attente au 31/12/2025 : 2 429 parts ; délai moyen d'exécution d'un retrait 127,50 jours",verified,"ALERTE LIQUIDITÉ : 2 429 parts en attente de retrait, délai d'exécution ~127 jours."
Grand Paris Résidentiel,frequence_distribution,Trimestriel,,,,Aucune distribution en 2025 ; fréquence non applicable.,manual_review,Aucune distribution en 2025 ; fréquence non applicable.
Grand Paris Résidentiel,sfdr_article,,6,,IG_GPRBulletin_Semestriel2025_S1.pdf,Classification SFDR : La SCPI relève du champ d'application de l'article 6 du Règlement Européen n°2019/2088,verified,
Grand Paris Résidentiel,niveau_risque_dic,,3,sur 7,IG_GPR_DIC20241203.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7,verified,
Grand Paris Résidentiel,duree_placement,10,10,ans,IG_GPR_DIC20241203.pdf,Durée de détention recommandée : 10 ans,verified,
Grand Paris Résidentiel,frais_souscription,12,12,% TTI,IG_GPRBulletin_Semestriel2025_S1.pdf,Commission de souscription 12 % TTI,verified,
Grand Paris Résidentiel,frais_gestion,10,12,% TTI,IG_GPRBulletin_Semestriel2025_S1.pdf,Commission de gestion 12 % TTI (des produits locatifs HT encaissés et produits financiers nets),verified,
Immorente,prix_souscription,340,340,EUR,IMMORENTE-BT-1T-2026-1.pdf,Prix de souscription de la part d'Immorente : 340 € (depuis le 1er novembre 2021),verified,
Immorente,prix_retrait,306.00,306,EUR,IMMORENTE-BT-1T-2026-1.pdf,Prix de retrait de la part d'Immorente : 306 €,verified,
Immorente,taux_distribution,5,5.0,%,IMMORENTE-BT-1T-2026-1.pdf,"Taux de distribution 2025 : 5,00 % brut de fiscalité (4,81 % net)",verified,
Immorente,capitalisation,4391,4391,M€,IMMORENTE-BT-1T-2026-1.pdf,Capitalisation au 31/03/2026 : 4 391 494 060 €,verified,
Immorente,tof,91.21,91.21,%,IMMORENTE-BT-1T-2026-1.pdf,"Taux d'occupation financier du trimestre : 91,21 %",verified,
Immorente,endettement,19.1,19.1,%,IMMORENTE-BT-1T-2026-1.pdf,"% dette / valeur du patrimoine : 19,1 % (dette bancaire 792 M€)",verified,
Immorente,nb_associes,,50244,associés,IMMORENTE-BT-1T-2026-1.pdf,Nombre d'associés au 31 mars 2026 : 50 244,verified,
Immorente,nb_immeubles,,994,immeubles,IMMORENTE-BT-1T-2026-1.pdf,Nombre d'immeubles au 31 mars 2026 : 994,verified,
Immorente,nb_locataires,,3261,unités locatives,IMMORENTE-BT-1T-2026-1.pdf,994 immeubles représentant 3 261 unités locatives,verified,Donnée = unités locatives (nombre de locataires non distingué).
Immorente,repartition_geo,"{'Paris Centre': 22.5, 'Grand Paris': 25, 'Métropoles françaises': 32.8, 'Pays-Bas': 7.9, 'Allemagne",,,,Répartition géographique présente sous forme de graphique non lisible en texte dans le BT ; valeurs chiffrées non extractibles.,manual_review,Répartition géographique présente sous forme de graphique non lisible en texte dans le BT ; valeurs chiffrées non extrac
Immorente,repartition_sectorielle,"{'Bureaux': 36.3, 'Commerces de centre-ville et milieu urbain': 24.1, 'Galeries commerciales': 13.7,",,,,Répartition sectorielle présente sous forme de graphique non lisible en texte dans le BT ; valeurs chiffrées non extractibles.,manual_review,Répartition sectorielle présente sous forme de graphique non lisible en texte dans le BT ; valeurs chiffrées non extract
Immorente,liquidite,,181973,parts en attente,IMMORENTE-BT-1T-2026-1.pdf,181 973 parts en attente au 31/03/2026 ; délai de jouissance raccourci jusqu'au 31/12/2026 ou tant qu'il y a des demandes de retrait,verified,ALERTE LIQUIDITÉ : 181 973 parts en attente de retrait.
Immorente,frequence_distribution,Trimestriel,trimestrielle,,IMMORENTE-BT-1T-2026-1.pdf,"Acompte du trimestre 3,51 € par part ; distribution trimestrielle",verified,
Immorente,sfdr_article,,8,,DIC-IR-042026.pdf,Classification SFDR : Article 8,verified,
Immorente,niveau_risque_dic,,3,sur 7,DIC-IR-042026.pdf,Nous avons classé ce produit dans la classe de risques 3 sur 7,verified,
Immorente,duree_placement,8,8,ans,DIC-IR-042026.pdf,Il est recommandé aux investisseurs de conserver leurs parts pendant une période d'au moins 8 ans,verified,
