nom,champ,avant,apres,source,extrait
Efimmo 1,endettement,22364,22,EFIMMO-BT-1T-2026.pdf,22 % dette / valeur du patrimoine (364 M€ de dette bancaire)
Efimmo 1,repartition_geo,"{'France': 74.5, 'Étranger': 25.5}","{'France': 74.1, 'Allemagne': 10.0, 'Pays-Bas': 5.2, 'Royaume-Uni': 4.5, 'Belgiq",FP-EF-042026-FR-3-2963.pdf,"France 74,1 % (Paris centre 9,8 %, Grand Paris 35,2 %, Métropoles 29,2 %) ; Étranger 25,9 % : Allemagne 10,0 %, Pays-Bas 5,2 %, Royaume-Uni 4,5 %, Belgique 2,3 "
Efimmo 1,repartition_sectorielle,"{'Bureaux': 73.5, 'Autres locaux commerciaux': 9.3, 'Divers': 7.5, 'Commerces de","{'Bureaux': 74.4, 'Divers': 9.4, 'Autres locaux commerciaux': 7.6, 'Commerces de",FP-EF-042026-FR-3-2963.pdf,"Bureaux 74,4 %, Divers 9,4 %, Autres locaux commerciaux 7,6 %, Commerces de centre-ville et milieu urbain 5,2 %"
Efimmo 1,liquidite,None,436951,EFIMMO-BT-1T-2026.pdf,Parts en attente au 31/03/2026 : 436 951
Efimmo 1,frequence_distribution,Trimestriel,Trimestrielle,FP-EF-042026-FR-3-2963.pdf,Périodicité des distributions potentielles de revenus : Trimestrielle
Efimmo 1,sfdr_article,None,8,DIC-EF-042026.pdf,Classification SFDR : Article 8
Efimmo 1,niveau_risque_dic,None,3,DIC-EF-042026.pdf,Nous avons classé ce produit dans la classe de risques 3 sur 7
Efimmo 1,frais_souscription,12,10,FP-EF-042026-FR-3-2963.pdf,Frais de souscription : 10 % HT (12 % TTC) ; DIC coûts d'entrée 10 %
Efimmo 1,frais_gestion,9.6,10,FP-EF-042026-FR-3-2963.pdf,Commission de gestion annuelle : 10 % HT (12 % TTC) des produits locatifs encaissés
Épargne Foncière,prix_retrait,619.75,619.75,EE_BT_20260331.pdf,"Valeur de retrait (A)-(B) 619,75 €"
Épargne Foncière,capitalisation,4143,4142.67,EE_BT_20260331.pdf,Capitalisation 4 142 674 320 €
Épargne Foncière,endettement,23.08,19.15,EE_BT_20260331.pdf,"Endettement réel au 31/03/2026 : 19,15 % (autorisation statutaire 30 %)"
Épargne Foncière,nb_associes,None,57341,EE_BT_20260331.pdf,57 341 associés
Épargne Foncière,nb_immeubles,None,235,EE_BT_20260331.pdf,235 Nombre d'immeubles en direct (+ 172 via des SCI)
Épargne Foncière,repartition_geo,"{'Paris': 22.44, 'Île-de-France': 37.59, 'Régions': 31.82, 'Allemagne': 5.37, 'P","{'Île-de-France': 36.9, 'Régions': 32.67, 'Paris': 21.86, 'Allemagne': 5.57, 'Pa",EE_BT_20260331.pdf,"Paris 21,86 %, Île-de-France 36,90 %, Régions 32,67 %, Allemagne 5,57 %, Pays-Bas 1,60 %, Royaume-Uni 0,99 %, Irlande 0,41 %"
Épargne Foncière,repartition_sectorielle,"{'Bureaux': 70.99, 'Commerces': 19.36, 'Hôtels': 5.73, 'Santé et éducation': 3.4","{'Bureaux': 69.56, 'Commerces': 19.93, 'Hôtels, tourisme et loisirs': 6.26, 'San",EE_BT_20260331.pdf,"Bureaux 69,56 %, Commerces 19,93 %, Hôtels tourisme et loisirs 6,26 %, Santé et éducation 3,81 %, Logistique et locaux d'activités 0,44 %"
Épargne Foncière,liquidite,None,480544,EE_BT_20260331.pdf,"Parts en attente de retrait 480 544 (297,8 M€) soit 7,8 % de la capitalisation"
Épargne Foncière,frequence_distribution,Trimestriel,Trimestrielle,EE_BT_20260331.pdf,Versements potentiels : 30 juillet 2026 / 29 octobre 2026 / 29 janvier 2027
Épargne Foncière,sfdr_article,None,9,EE_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR ; (BT) Classement SFDR : article 9
Épargne Foncière,niveau_risque_dic,None,4,EE_DIC.pdf,Ce produit a été catégorisé dans la classe de risque 4 sur 7
Épargne Foncière,frais_souscription,9,7.5,EE_BT_20260331.pdf,"Commission de souscription : 7,50 % HT max, soit 9 % TTC"
Épargne Pierre,prix_retrait,187.20,187.2,BPI1T2026-EP.pdf,"Prix de retrait à partir du 01/01/2023 : 187,20 €"
Épargne Pierre,nb_associes,52337,52989,BPI1T2026-EP.pdf,52 989 associés (au 31/03/2026)
Épargne Pierre,nb_immeubles,410,414,BPI1T2026-EP.pdf,Nombre d'immeubles 414 (au 31/12/2025)
Épargne Pierre,nb_locataires,None,1020,BPI1T2026-EP.pdf,Nombre de baux 1 020 ; loués à plus de 1 000 entreprises
Épargne Pierre,repartition_geo,"{'Paris': 27.57, 'Île-de-France': 15.43, 'Sud-Ouest': 17.39, 'Nord-Ouest': 12.92","{'Paris / Île-de-France': 27.06, 'Nord-Ouest': 17.39, 'Sud-Ouest': 16.21, 'Nord-",BPI1T2026-EP.pdf,"Paris Île-de-France 27,06 %, Nord-Ouest 17,39 %, Sud-Ouest 16,21 %, Nord-Est 13,70 %, Sud-Est 12,95 %, Nord 12,69 %"
Épargne Pierre,repartition_sectorielle,"{'Bureaux': 48.15, 'Commerces': 29.35, 'Activités/Entrepôts': 8.41, 'Tourisme/Hô","{'Bureaux': 46.88, 'Commerces': 28.95, 'Tourisme / Hôtel': 10.14, 'Activités / E",BPI1T2026-EP.pdf,"Bureaux 46,88 %, Commerces 28,95 %, Tourisme/Hôtel 10,14 %, Activités/Entrepôts 8,28 %, Santé/Education 5,59 %, Résidentiel/Alternatif 0,16 %"
Épargne Pierre,liquidite,None,40859,BPI1T2026-EP.pdf,Parts en attente de retrait sur le marché primaire au 31/03/2026 : 40 859
Épargne Pierre,frequence_distribution,Trimestriel,Trimestrielle,BPI1T2026-EP.pdf,"Revenus 2026 versés aux 1er, 2e, 3e et 4e trimestres"
Épargne Pierre,sfdr_article,None,8,2025-10-31-DIC_Epargne_Pierre.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR
Épargne Pierre,niveau_risque_dic,None,3,2025-10-31-DIC_Epargne_Pierre.pdf,Nous avons classé EPARGNE PIERRE dans la classe de risque 3 sur 7
Épargne Pierre,frais_gestion,10,0.97,2025-10-31-DIC_Epargne_Pierre.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 97 € pour 10 000 € investis (≈ 0,97 %/an)"
Épargne Pierre Europe,prix_retrait,180.00,180,BPI1T2026-EPE-web-2.pdf,"Prix de retrait 180,00 € par part"
Épargne Pierre Europe,taux_distribution,5.5,6.75,BPI1T2026-EPE-web-2.pdf,"Taux de distribution brut de fiscalité étrangère 31/12/2025 : 6,75 % (net 5,54 %)"
Épargne Pierre Europe,capitalisation,479,635,BPI1T2026-EPE-web-2.pdf,Au 31/03/2026 Capitalisation 635 217 800 €
Épargne Pierre Europe,tof,100,99.88,BPI1T2026-EPE-web-2.pdf,"TOF 99,88 %"
Épargne Pierre Europe,nb_associes,13615,17816,BPI1T2026-EPE-web-2.pdf,17 816 ASSOCIÉS (au 31/03/2026)
Épargne Pierre Europe,nb_immeubles,16,27,BPI1T2026-EPE-web-2.pdf,Nombre d'immeubles 31/12/2025 : 27
Épargne Pierre Europe,nb_locataires,None,54,BPI1T2026-EPE-web-2.pdf,Nombre de baux 31/12/2025 : 54
Épargne Pierre Europe,repartition_geo,"{'Irlande': 33.97, 'Allemagne': 30.47, 'Espagne': 24.04, 'Pays-Bas': 11.52}","{'Espagne': 29.53, 'Irlande': 25.64, 'Allemagne': 23.88, 'Royaume-Uni': 11.99, '",BPI1T2026-EPE-web-2.pdf,Répartition géographique (valeurs vénales) au 31/03/2026
Épargne Pierre Europe,repartition_sectorielle,"{'Hôtellerie': 35.56, 'Bureaux': 27.34, 'Commerces': 19.22, 'Activités/Entrepôts","{'Hôtellerie': 27.87, 'Commerces': 25.78, 'Bureaux': 24.61, 'Activités/Entrepôts",BPI1T2026-EPE-web-2.pdf,Répartition sectorielle (valeurs vénales) au 31/03/2026
Épargne Pierre Europe,frequence_distribution,Trimestriel,trimestrielle,BPI1T2026-EPE-web-2.pdf,"Distributions trimestrielles (avril, juillet, octobre, janvier)"
Épargne Pierre Europe,sfdr_article,None,8,Annexe-2-Reglementation-delegue-SFDR-SCPI-Epargne-Pierre-Europe-042026-V3.pdf,Informations précontractuelles pour les produits financiers relevant de l'article 8 du Règlement (UE) 2019/2088
Ficommerce Proximité,tof,95.72,94.56,BTI Ficommerce T1 2026.pdf,"Taux d'Occupation Financier 1er trimestre 2026 : 94,56 %"
Ficommerce Proximité,endettement,1.79,6.86,BTI Ficommerce T1 2026.pdf,"Taux d'endettement au 31.03.2026 : 6,86 %"
Ficommerce Proximité,nb_locataires,None,443,BTI Ficommerce T1 2026.pdf,Nombre de locataires 443
Ficommerce Proximité,repartition_geo,"{'Régions': 51.8, 'Paris': 25.8, 'Île-de-France': 19.9, 'Europe': 2.5}","{'Régions': 51.9, 'Paris': 25.3, 'Île-de-France': 20.3, 'Europe': 2.5}",BTI Ficommerce T1 2026.pdf,Répartition géographique (valeur vénale au 31.03.2026)
Ficommerce Proximité,repartition_sectorielle,"{'Locaux commerciaux': 84.9, 'Bureaux': 14.9, 'Entrepôts-activités': 0.2}","{'Locaux commerciaux': 84.9, 'Bureaux': 14.9, 'Entrepôts, activités et divers': ",BTI Ficommerce T1 2026.pdf,Répartition par destination (valeur vénale)
Ficommerce Proximité,liquidite,None,546508,BTI Ficommerce T1 2026.pdf,546 508 parts en attente de retrait au 31 mars 2026 ; solde marché primaire T1 = +10 parts
Ficommerce Proximité,frequence_distribution,Trimestriel,trimestrielle,BTI Ficommerce T1 2026.pdf,"Acomptes trimestriels (distribution trimestrielle de 0,83 €/part au T1 2026)"
Ficommerce Proximité,sfdr_article,None,8,DIC FICOMMERCE 31.12.2024.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR
Ficommerce Proximité,niveau_risque_dic,None,3,DIC FICOMMERCE 31.12.2024.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7
Ficommerce Proximité,frais_gestion,9.3,11.4,BTI Ficommerce T1 2026.pdf,"Commission de gestion : 9,5 % HT (11,4 % TTC) des produits locatifs encaissés HT"
Foncière des Praticiens,prix_retrait,1012.00,1012,BT-1T-2026-Fonciere-des-Praticiens.pdf,Valeur de retrait par part : 1 012 €
Foncière des Praticiens,capitalisation,179.407,173,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Capitalisation 173 M€ (au 31/03/2026, capital nominal 152 662 884 €)"
Foncière des Praticiens,tof,97.08,96.7,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Taux d'occupation financier 96,70 %"
Foncière des Praticiens,endettement,22.15,20.69,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Dette et autres engagements 20,69 % (dont emprunts bancaires 10,87 % + VEFA/acquisitions à terme 9,82 %) au 31/03/2026"
Foncière des Praticiens,nb_associes,2768,2907,BT-1T-2026-Fonciere-des-Praticiens.pdf,2 907 Associés (au 31/03/2026)
Foncière des Praticiens,nb_locataires,None,80,BT-1T-2026-Fonciere-des-Praticiens.pdf,80 Locataires
Foncière des Praticiens,repartition_geo,"{'France': 70, 'Belgique': 30}","{'France': 68, 'Belgique': 32}",BT-1T-2026-Fonciere-des-Praticiens.pdf,Patrimoine diversifié en France et en Belgique 68 % / 32 % (valeur d'expertise)
Foncière des Praticiens,repartition_sectorielle,"{'Lieux de soins, de traitement et de consultation': 46, ""Locaux d'accompagnemen","{'Lieux de soins, de traitement et de consultation': 45, ""Locaux d'accompagnemen",BT-1T-2026-Fonciere-des-Praticiens.pdf,Répartition par typologie (valeur vénale au 31/03/2026)
Foncière des Praticiens,frequence_distribution,Trimestriel,trimestrielle,BT-1T-2026-Fonciere-des-Praticiens.pdf,"Revenus distribués chaque trimestre (versements 31/07, 31/10, 31/01, 30/04)"
Foncière des Praticiens,sfdr_article,None,8,BT-1T-2026-Fonciere-des-Praticiens.pdf,Classification SFDR : article 8
Foncière des Praticiens,niveau_risque_dic,None,3,DIC_-_SCPI_Fonciere_des_Praticiens_-_2025-05-02.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7
Foncière des Praticiens,duree_placement,8 à 12,8 à 12 ans,DIC_-_SCPI_Fonciere_des_Praticiens_-_2025-05-02.pdf,La durée de conservation des parts recommandée est de 8 à 12 ans
GMA Essentialis,prix_souscription,150,206,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Prix de souscription depuis 14 juillet 2024 : 206,00 € (dont 150 € valeur nominale et 56 € prime d'émission)"
GMA Essentialis,prix_retrait,132.0,185.4,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Prix de retrait 185,40 €"
GMA Essentialis,taux_distribution,0,4.0,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Taux de distribution 2025 : 4,00 %"
GMA Essentialis,capitalisation,42.32,44.55,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,Capitalisation 44 550 858 € (au 31/12/2025)
GMA Essentialis,tof,99.67,99.7,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Taux d'occupation financier P3 2025 : 99,70 %"
GMA Essentialis,endettement,39.07,38.8,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Ratio de dettes : 38,8 % (dette 25,2 M€ au 31/12/2025)"
GMA Essentialis,nb_associes,None,999,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,Nombre d'associés : 999
GMA Essentialis,nb_immeubles,None,14,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,14 Actifs
GMA Essentialis,nb_locataires,None,19,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,19 Locataires
GMA Essentialis,repartition_sectorielle,"{'Alimentaire': 90, 'Tertiaire': 10}","{'Commerce alimentaire': 96.49, 'Droguerie': 2.08, 'Autres commerces': 1.43}",SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Répartition sectorielle : Commerce alimentaire 96,49 %, Droguerie 2,08 %, Autres commerces 1,43 %"
GMA Essentialis,frequence_distribution,Trimestriel,trois fois par an,DIC_-_GMA_ESSENTIALIS_-_2025-12-15.pdf,"Les revenus sont versés trois fois par an, dans un délai de 45 jours suivant la fin de chaque période de souscription"
GMA Essentialis,sfdr_article,None,9,DIC_-_GMA_ESSENTIALIS_-_2025-12-15.pdf,La SCPI poursuit un objectif d'investissement durable au sens de l'article 9 SFDR
GMA Essentialis,niveau_risque_dic,None,3,DIC_-_GMA_ESSENTIALIS_-_2025-12-15.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7
GMA Essentialis,frais_gestion,10,14.4,SCPI_GMA_Essentialis_-_Bulletin_dInformation_P3_2025.pdf,"Commission de gestion annuelle 12 % HT maximum (soit 14,40 % TTC)"
Grand Paris Résidentiel,prix_retrait,176.00,176,IG_GPRBulletin_Semestriel2025_S1.pdf,Valeur de retrait 176 € (prix de souscription moins frais de souscription)
Grand Paris Résidentiel,capitalisation,12.21,12.04,IG_RapportAnnuel_2025GPR.pdf,"Capitalisation 12,04 M€ (12 043 000 € au 31/12/2025)"
Grand Paris Résidentiel,tof,92.14,92.38,IG_RapportAnnuel_2025GPR.pdf,"TOF 2025 annuel : 92,38 % (locaux occupés)"
Grand Paris Résidentiel,endettement,38.44,38.77,IG_RapportAnnuel_2025GPR.pdf,"Ratio d'endettement effectif au 31/12/2025 : 38,77 %"
Grand Paris Résidentiel,nb_associes,None,239,IG_RapportAnnuel_2025GPR.pdf,"Au 31 décembre 2025, capital réparti entre 239 associés"
Grand Paris Résidentiel,nb_immeubles,None,7,IG_GPRBulletin_Semestriel2025_S1.pdf,Actifs 7 (2 678 m² répartis sur 7 immeubles)
Grand Paris Résidentiel,repartition_geo,"{'Ile-de-France': 87, 'Régions': 13}","{'Île-de-France': 87, 'Régions': 13}",IG_GPRBulletin_Semestriel2025_S1.pdf,"Répartition géographique (% valeur vénale) : Île-de-France 87 %, Régions 13 %"
Grand Paris Résidentiel,liquidite,None,2429,IG_RapportAnnuel_2025GPR.pdf,"Demande de retrait en attente au 31/12/2025 : 2 429 parts ; délai moyen d'exécution d'un retrait 127,50 jours"
Grand Paris Résidentiel,sfdr_article,None,6,IG_GPRBulletin_Semestriel2025_S1.pdf,Classification SFDR : La SCPI relève du champ d'application de l'article 6 du Règlement Européen n°2019/2088
Grand Paris Résidentiel,niveau_risque_dic,None,3,IG_GPR_DIC20241203.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7
Grand Paris Résidentiel,frais_gestion,10,12,IG_GPRBulletin_Semestriel2025_S1.pdf,Commission de gestion 12 % TTI (des produits locatifs HT encaissés et produits financiers nets)
Immorente,prix_retrait,306.00,306,IMMORENTE-BT-1T-2026-1.pdf,Prix de retrait de la part d'Immorente : 306 €
Immorente,nb_associes,None,50244,IMMORENTE-BT-1T-2026-1.pdf,Nombre d'associés au 31 mars 2026 : 50 244
Immorente,nb_immeubles,None,994,IMMORENTE-BT-1T-2026-1.pdf,Nombre d'immeubles au 31 mars 2026 : 994
Immorente,nb_locataires,None,3261,IMMORENTE-BT-1T-2026-1.pdf,994 immeubles représentant 3 261 unités locatives
Immorente,liquidite,None,181973,IMMORENTE-BT-1T-2026-1.pdf,181 973 parts en attente au 31/03/2026 ; délai de jouissance raccourci jusqu'au 31/12/2026 ou tant qu'il y a des demandes de retrait
Immorente,frequence_distribution,Trimestriel,trimestrielle,IMMORENTE-BT-1T-2026-1.pdf,"Acompte du trimestre 3,51 € par part ; distribution trimestrielle"
Immorente,sfdr_article,None,8,DIC-IR-042026.pdf,Classification SFDR : Article 8
Immorente,niveau_risque_dic,None,3,DIC-IR-042026.pdf,Nous avons classé ce produit dans la classe de risques 3 sur 7
Immorente,frais_souscription,12,10,DIC-IR-042026.pdf,Coûts d'entrée 10 % du montant payé au moment de l'entrée dans l'investissement
Iroko Zen,prix_souscription,200,204,Iroko_Zen_bulletin_trimestriel.pdf,Prix de souscription au 31/03/2026 : 204 €
Iroko Zen,capitalisation,1237,1499,Iroko_Zen_bulletin_trimestriel.pdf,"Capitalisation 1,499 Md€ (au 31/03/2026)"
Iroko Zen,tof,97,97.11,Iroko_Zen_bulletin_trimestriel.pdf,"Taux d'Occupation Financier (TOF) 97,11 %"
Iroko Zen,endettement,30.1,25.07,Iroko_Zen_bulletin_trimestriel.pdf,"Ratio d'endettement (LTV) 25,07 %"
Iroko Zen,nb_associes,None,29350,Iroko_Zen_bulletin_trimestriel.pdf,Nombre total d'associés 29 350
Iroko Zen,nb_immeubles,164,177,Iroko_Zen_bulletin_trimestriel.pdf,Nombre total d'actifs 177
Iroko Zen,nb_locataires,None,411,Iroko_Zen_bulletin_trimestriel.pdf,Nombre total de locataires 411
Iroko Zen,repartition_geo,"{'France': 29.5, 'Royaume-Uni': 25.8, 'Pays-Bas': 13.3, 'Espagne': 11.5, 'Irland","{'France': 27.5, 'Royaume-Uni': 27.4, 'Pays-Bas': 13.7, 'Espagne': 11.3, 'Irland",Iroko_Zen_bulletin_trimestriel.pdf,Répartition géographique (valeur d'expertise HD)
Iroko Zen,repartition_sectorielle,"{'Commerces': 36.2, 'Bureaux': 29.4, ""Locaux d'activités"": 15.1, 'Entrepôts': 10","{'Commerces': 37.0, 'Bureaux': 27.7, ""Locaux d'activités"": 12.9, 'Logistique': 1",Iroko_Zen_bulletin_trimestriel.pdf,Répartition par typologie (valeur d'expertise HD)
Iroko Zen,frequence_distribution,Mensuel,mensuelle,Iroko_Zen_bulletin_trimestriel.pdf,La distribution des dividendes est mensuelle
Iroko Zen,frais_gestion,12.5,14.4,Iroko_Zen_bulletin_trimestriel.pdf,"Commission de gestion : 14,4 % TTC maximum du montant des produits locatifs et autres produits HT encaissés"
Kyaneos Pierre,capitalisation,445.7,445,BT-T1-2026-KP.pdf,Capitalisation 445 M€ (445 694 k€ au 1T 2026)
Kyaneos Pierre,endettement,0,24,BT-T1-2026-KP.pdf,"Ratio de dettes 24 % (la dette représente 24 % de la valeur de réalisation, max autorisé 40 %)"
Kyaneos Pierre,nb_associes,None,10778,BT-T1-2026-KP.pdf,Associés 10 778
Kyaneos Pierre,nb_immeubles,None,648,BT-T1-2026-KP.pdf,Nombre d'actifs : 648 ; nombre de lots : 5 011
Kyaneos Pierre,repartition_sectorielle,"{'Résidentiel': 80, 'Tertiaire': 20}","{'Habitations': 89.3, 'Commerces et bureaux': 10.7}",BT-T1-2026-KP.pdf,"Répartition typologique des loyers : Habitations 89,3 %, Commerces et bureaux 10,7 %"
Kyaneos Pierre,frequence_distribution,Trimestriel,trimestrielle,BT-T1-2026-KP.pdf,"Dividende par part versé chaque trimestre (2,44 € au T1 2026)"
Kyaneos Pierre,sfdr_article,None,8,SCPI-Kyaneos-Pierre-Annexe-SFDR.pdf,Annexe périodique SFDR pour les produits financiers visés à l'article 8 du règlement (UE) 2019/2088
Kyaneos Pierre,niveau_risque_dic,None,3,SCPI-KP-DIC-2025.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7
Kyaneos Pierre,frais_gestion,10,8,BT-T1-2026-KP.pdf,"Commission de gestion annuelle maximale de 8 % TTI, calculée sur les produits locatifs et financiers"
LF Avenir Santé,taux_distribution,5.2,5.08,Q1_BT_20260331.pdf,"Taux de distribution (1) 5,08 % (Performances 2025)"
LF Avenir Santé,capitalisation,231.71,273.43,Q1_BT_20260331.pdf,273 434 400 € Capitalisation
LF Avenir Santé,endettement,23.75,26.21,Q1_BT_20260331.pdf,"Réel au 31/03/2026 : 26,21 % (autorisation statutaire 45 %)"
LF Avenir Santé,nb_associes,None,9302,Q1_BT_20260331.pdf,9 302 associés
LF Avenir Santé,nb_immeubles,None,35,Q1_BT_20260331.pdf,Nombre d'immeubles en direct 33 / via des SCI 2
LF Avenir Santé,repartition_geo,"{'Paris': 32.75, 'Ile-de-France': 5.58, 'Régions': 40.09, 'Belgique': 11.93, 'Ir","{'Régions': 51.79, 'Paris': 25.97, 'Belgique': 9.56, 'Irlande': 7.54, 'Ile-de-Fr",Q1_BT_20260331.pdf,"RÉGIONS 51,79% / PARIS 25,97% / BELGIQUE 9,56% / IRLANDE 7,54% / ÎLE-DE-FRANCE 5,14%"
LF Avenir Santé,repartition_sectorielle,"{'Soins de ville': 43, 'Établissements sanitaires': 41, ""Solutions d'accueil gén",{'Santé et éducation': 100.0},Q1_BT_20260331.pdf,"100,00 % SANTÉ ET ÉDUCATION"
LF Avenir Santé,liquidite,None,Aucune part en attente de retrait,Q1_BT_20260331.pdf,Parts en attente de retrait : - ; Montant des parts en attente de retrait : -
LF Avenir Santé,frequence_distribution,Trimestriel,Trimestrielle,Q1_BT_20260331.pdf,Acomptes trimestriels; versement du trimestre 29 avril 2026
LF Avenir Santé,sfdr_article,None,8,Q1_DIC.pdf,La SCPI a été classifiée article 8 au sens de SFDR
LF Avenir Santé,niveau_risque_dic,None,3,Q1_DIC.pdf,catégorisé dans la classe de risque 3 sur 7
LF Avenir Santé,frais_souscription,12,9,Q1_DIC.pdf,"Commission de souscription 9 % HT, soit 10,80 % TTC; coûts d'entrée 9,00 %"
LF Avenir Santé,maximus_warnings,,Liquidité : Aucune part en attente de retrait,Q1_BT_20260331.pdf,Aucune part en attente de retrait
LF Europimmo,taux_distribution,4.3,4.63,D1_BT_20260331.pdf,"Taux de distribution (1) 4,63 % (Performances 2025)"
LF Europimmo,capitalisation,874,812.91,D1_BT_20260331.pdf,812 912 775 € Capitalisation
LF Europimmo,endettement,17.87,19.3,D1_BT_20260331.pdf,"Réel au 31/03/2026 : 19,30 % (autorisation statutaire 35 %)"
LF Europimmo,nb_immeubles,None,52,D1_BT_20260331.pdf,Nombre d'immeubles en direct / via des SCI : 3 et 49
LF Europimmo,repartition_geo,"{'Allemagne': 71.6, 'France': 16.3, 'Pays-Bas': 8.8, 'Belgique': 2.2, 'Espagne':","{'Allemagne': 56.52, 'Royaume-Uni': 18.04, 'Pays-Bas': 7.99, 'Ile-de-France': 4.",D1_BT_20260331.pdf,"ALLEMAGNE 56,52% / ROYAUME-UNI 18,04% / PAYS-BAS 7,99% / ÎLE-DE-FRANCE 4,93% / BELGIQUE 3,71% / LUXEMBOURG 2,27% / IRLANDE 2,10% / PARIS 2,06% / RÉGIONS 1,70% /"
LF Europimmo,repartition_sectorielle,"{'Bureaux': 87, 'Commerces': 12, 'Résidences gérées': 1}","{'Bureaux': 76.83, 'Commerces': 13.5, 'Hôtels, tourisme et loisirs': 6.82, ""Logi",D1_BT_20260331.pdf,"BUREAUX 76,83% / COMMERCES 13,50% / HÔTELS TOURISME ET LOISIRS 6,82% / LOGISTIQUE ET LOCAUX D'ACTIVITÉS 2,73% / SANTÉ ET ÉDUCATION 0,12%"
LF Europimmo,liquidite,None,"78 222 parts en attente de retrait (52,2 M€, 7% des parts)",D1_BT_20260331.pdf,"Parts en attente de retrait 78 222 ; Montant 52,2 M€ ; représente 7 % du total des parts"
LF Europimmo,frequence_distribution,Trimestriel,Trimestrielle,D1_BT_20260331.pdf,Acomptes trimestriels; versement du trimestre 29 avril 2026
LF Europimmo,sfdr_article,None,9,D1_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR
LF Europimmo,niveau_risque_dic,None,4,D1_DIC.pdf,catégorisé dans la classe de risque 4 sur 7
LF Europimmo,frais_souscription,9.6,8,D1_DIC.pdf,"Commission de souscription 8 % HT, soit 9,60 % TTC; coûts d'entrée 8,00 %"
LF Europimmo,maximus_warnings,,"Liquidité : 78 222 parts en attente de retrait (52,2 M€, 7% des parts)",D1_BT_20260331.pdf,"78 222 parts en attente de retrait (52,2 M€, 7% des parts)"
LF Grand Paris Patrimoine,taux_distribution,4.4,4.66,Z2_BT_20260331.pdf,"Taux de distribution (1) 4,66 % (Performances 2025)"
LF Grand Paris Patrimoine,capitalisation,10698648661.07,1069.86,Z2_BT_20260331.pdf,1 069 864 866 € Capitalisation
LF Grand Paris Patrimoine,endettement,32.69,30.85,Z2_BT_20260331.pdf,"Réel au 31/03/2026 : 30,85 % (autorisation statutaire 35 %)"
LF Grand Paris Patrimoine,nb_immeubles,None,58,Z2_BT_20260331.pdf,Nombre d'immeubles en direct 31 / via des SCI 27
LF Grand Paris Patrimoine,repartition_geo,"{'Ile-de-France': 85, 'Régions': 15}","{'Ile-de-France': 67.3, 'Paris': 26.82, 'Régions': 5.88}",Z2_BT_20260331.pdf,"ÎLE-DE-FRANCE 67,30% / PARIS 26,82% / RÉGIONS 5,88%"
LF Grand Paris Patrimoine,repartition_sectorielle,"{'Bureaux': 75, 'Commerces': 25}","{'Bureaux': 91.95, 'Santé et éducation': 7.85, 'Commerces': 0.2}",Z2_BT_20260331.pdf,"BUREAUX 91,95% / SANTÉ ET ÉDUCATION 7,85% / COMMERCES 0,20%"
LF Grand Paris Patrimoine,liquidite,None,Marché des parts SUSPENDU depuis le 12/02/2026; 499 638 parts en attente de retr,Z2_BT_20260331.pdf,le marché des parts de votre SCPI est suspendu depuis le 12 février 2026 ... mise en place de la suspension de la variabilité du capital ; Parts en attente de r
LF Grand Paris Patrimoine,frequence_distribution,Trimestriel,Trimestrielle,Z2_BT_20260331.pdf,Acomptes trimestriels; versement du trimestre 29 avril 2026
LF Grand Paris Patrimoine,sfdr_article,None,9,Z2_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR
LF Grand Paris Patrimoine,niveau_risque_dic,None,4,Z2_DIC.pdf,catégorisé dans la classe de risque 4 sur 7
LF Grand Paris Patrimoine,frais_souscription,9.6,8,Z2_DIC.pdf,"Commission de souscription 8 % HT, soit 9,60 % TTC; coûts d'entrée 8,00 %"
